,input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
6880,America and china together created Wuhan virus to control the world!  But India found medicine for it!  And also controlled it pretty great   And then foreign funded #FarmersProtest took place more on that Congress online warriors made second wave on no time !,0.00108,0.0,4e-05,0.00029,0.0002,3e-05,2e-05
6881,#Farmersprotest still going on .  Keep supporting .  @ChdVarinder @beebaboys21  @ParmKaur06 @iAmanDesu  @Royaljatti007  @heistprofessor_  @Drkhinda2  @ParmKaur95 twitter.com/heistprofessor…,0.00101,0.0,7e-05,0.00011,0.00024,3e-05,2e-05
6882,"Corporates bid on projects, the winning bid runs the project. Ambani and Adani were the winning bidders on a project called the Indian government  #ModiGovt4AmbaniAdani #FarmersProtest twitter.com/NavJammu/statu… https://t.co/w4U0ZRSMZZ",0.00069,0.0,5e-05,0.0001,0.00019,2e-05,2e-05
6883,I will continue supporting #FarmersProtest,0.00048,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
6884,@hkp253 Truth is always winner.. Heroes always stand with truth....&amp; Idiots andbhakts always defeated.. because they are eating sit ..#FarmersProtest,0.98695,8e-05,0.00198,0.00115,0.98202,0.00015,0.00017
6885,Farmers Protesting says Half of our kids serve for Sikh Regiment in Indian Army So don't teach us respect of Tricolour We Receive bodies of our son covered in Tricolor #FarmerTikaitVsModiDakait #FarmersProtest  #FarmersProtests  #Farmers #Sikhs  #Punjab,0.0021,0.0,9e-05,0.00045,0.0004,6e-05,3e-05
6886,@Malvika_Sahai @dtptraffic @DelhiPolice #FarmersProtest #AmitShah #NarendraModi   It's a daily affair  Public is suffering due to this protest  Nobody is bothered  Public ka time and money all going down the drain  @OfficialBKU &amp; @PMOIndia  They both are enjoying,0.00066,0.0,4e-05,7e-05,0.00018,2e-05,2e-05
6887,I see no way either !  Even @rashtrapatibhvn is sleeping like a log !  #ModiAgainstFarmers  #FarmersProtest twitter.com/jasdhaliwal349…,0.00265,0.0,0.00016,0.00017,0.00034,6e-05,5e-05
6888,#BoycottBJP_4Farmers #FarmersProtest   Boycott Bjp &amp; save India twitter.com/jdhillonA/stat…,0.00077,0.0,6e-05,9e-05,0.00019,2e-05,2e-05
6889,"Peaceful protest, is it really peaceful??? #FarmersProtest",0.00054,0.0,3e-05,0.0001,0.00012,2e-05,1e-05
6890,"Another cinematic piece from Gurjant highlighting the Birmingham Kisaan Protest yesterday 🔥 🎥   This is history in the making , change will happen ❤   #birminghamkisaanrally  #istandwithfarmers #kisaanmajdoorektazindabad   #farmersprotest #farmersbill2020 #gurjantsinghfilms twitter.com/gurjsinghh/sta…",0.00054,0.0,5e-05,9e-05,0.00012,2e-05,2e-05
6891,Very proud of our Kissan leaders.doing good job. #FarmersProtest #7MonthsOfFarmersProtest twitter.com/ajaygill58/sta…,0.00171,0.0,0.00011,0.00027,0.00032,3e-05,6e-05
6892,@jaatrocksss Follow kare....  @Bholi_16   #FarmersProtest,0.00087,0.0,8e-05,9e-05,0.00019,2e-05,2e-05
6893,"If farmers leave their jobs, then all those ranting against farmers will have to leave their jobs and take up farming to become real #AtmaNirbhar.  #FarmersProtest",0.00256,0.0,6e-05,0.0005,0.00039,7e-05,3e-05
6894,"#Video | @boxervijender speaks to @MendraDorjey about returning to the ring, #RahulGandhi and #farmersprotest.   thequint.com/sports/watch-v…",0.00048,0.0,4e-05,7e-05,0.00013,2e-05,1e-05
6895,"@DoabanJatti It's not over, still going strong 💪🏻 #FarmersProtest https://t.co/dqDEZnc1WV",0.00054,0.0,5e-05,7e-05,0.00013,2e-05,2e-05
6896,@Anumanhas11 @CanadianPM @theJagmeetSingh @jjhorgan @fordnation @GurratanSingh @HarjitSajjan @MarcGarneau @WhiteHouse @JoeBiden @cvoule @hrw @UN @amnestypress Happening in capital of India #FarmersProtest #farmersrprotest @TheDoctors @UNAIDS @RESCUEorg @DojaCat @USATODAY @IndiaToday @hrw @humanrights1st @UNHumanRights,0.00301,0.0,0.00016,0.00043,0.00068,4e-05,5e-05
6897,@ShyCybertruck Canada's got higher taxes! Only thing #Canada has got a lead over America is taxes! Well thats not the ONLY thing. Canada (left) also dabbles at giving support to #terrorism by #Pakistan #FarmersProtest,0.00119,0.0,7e-05,0.00014,0.00028,2e-05,2e-05
6898,A Landmark Book for everyone-Must Read  fauziaarshi.com/the-sun-rises-… #wednesdaythought #NoFarmers_NoFood #MultiplyYourHappiness Atlanta  Minority #FridayLivestream #경수버블 #디오버블 #귀여운_김태형_대회 #SoloistROSÉwithFallon #WikipediaSCAM #TheGrayMan #FarmersProtest #MaheshBabu https://t.co/pSMhdRNrhD,0.0013,1e-05,0.0002,0.00017,0.0003,5e-05,4e-05
6899,It is a state-sponsored violence. Both Modi and Yogi have to be blamed for this barbaric incident because the Home MoS made a provocative speech few days ago which led to this incident.  ਕਿਸਾਨੀ ਸੰਘਰਸ਼ ਜ਼ਿੰਦਾਬਾਦ। #FarmersProtest #भाजपा_के_आतंकवादी #LakhimpurKheriViolence https://t.co/bBu7MHR6ou,0.00101,0.0,6e-05,0.00014,0.00018,4e-05,2e-05
6900,When you have messed up with the farmers you will have to face the consequences.    We will show you urs aukat in U.P.  and panjab same as west Bengal.  #BJPPoliceAgainstFarmers #FarmersProtest https://t.co/f2wtcieNrx,0.00525,0.0,0.0003,0.00052,0.00074,0.00013,6e-05
6901,"Farmers from Punjab and many other states are peacefully protesting for their rights, which is their democratic right.   @teamkangana.  #FarmerProtest #BoycottFood #PunjabFarmers #istandwithfarmerschallenge #FarmersProtest #BoycottKangana",0.00078,0.0,4e-05,0.00012,0.00019,2e-05,1e-05
6902,"As the farmers 🌾 are only one call ☎️ 📞 away from Prime Minister,  A letter to Prime Minister by Jayant Chaudhary ➡️ I urge you to make that call Mr Prime Minister and let the farmers go back home to the villages to work for the empowerment of India. #FarmersProtest @RLD_IT twitter.com/jayantrld/stat…",0.00074,0.0,4e-05,9e-05,0.00021,2e-05,1e-05
6903,US Congresswoman Ilhan Omar tweets in solidarity with our farmers. Thank you!! #FarmersProtest ✊🏼 twitter.com/IlhanMN/status…,0.00144,0.0,7e-05,0.00017,0.00045,2e-05,4e-05
6904,#MSP_कानून_बनाना_पड़ेगा #FarmersProtest  Take back all black laws https://t.co/A8DWw0vJSp,0.03607,3e-05,0.00048,0.02428,0.00271,0.00022,0.00012
6905,Full support... #FarmersProtest twitter.com/sohi_ajit/stat…,0.00048,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
6906,Farmers’ Union Calls For ‘Bharat Bandh’ On March 26 Against Three Farm Laws #FarmersProtest #BharatBandh #Farmersunion  globaltribune.in/farmers-union-…,0.00054,0.0,4e-05,0.0001,0.00013,2e-05,1e-05
6907,"#JustAsking   Did anyone spot Raj Babbar, G23 RS MP anywhere near #LakhimpurKheri or any #FarmersProtest sites?   PS: May be waiting for the green signal from G23 Supremo Ghulam Nabi Azad ?!",0.00065,0.0,5e-05,0.0001,0.00014,2e-05,2e-05
6908,US Doctor went to INDIA to treat protesting farmers. 250+ farmers had already sacrificed their lives in #FarmersProtest &amp; Govt. had totally ignored the farmers &amp; deaths. PM is just busy for his own party election rallies. @TheLocalAustria @TheLocalNorway @TheLocalSweden @nytimes twitter.com/SinghSwaiman/s…,0.00088,0.0,4e-05,0.00012,0.00023,2e-05,2e-05
6909,#FarmersProtest #कल_भारत_बंद_होगा Retweet twitter.com/sandhulandlord…,0.00043,0.0,4e-05,8e-05,0.0001,2e-05,1e-05
6910,We will decide our heroes not aira gaira @BDUTT  #farmersprotest  #StandWithFarmersChallenege,0.00196,0.0,0.00012,0.0002,0.00034,4e-05,3e-05
6911,"This petition and the case are very important  Indians should watch it closely, as it decides the future direction of Indian democracy, not just the OTT platforms or the current #FarmersProtest   #ottguidelines #GodiMediaAntiFarmer twitter.com/LiveLawIndia/s…",0.00165,0.0,3e-05,0.00094,0.00025,3e-05,2e-05
6912,"All of us need to make our voices heard on behalf of reason, knowledge, sanity and wisdom.  #SpeakUpForNodeep #FarmersProtest #BoycottBJP twitter.com/satbeerbrar1/s…",0.00052,0.0,3e-05,7e-05,0.00015,2e-05,1e-05
6913,The world is watching.   Thank you🙏 #FarmersProtest  #FarmersStandingFirm twitter.com/RichaChadha/st…,0.00049,0.0,3e-05,7e-05,0.00013,2e-05,1e-05
6914,@VP @GretaThunberg @meenaharris @rihanna @Lilly @hrw @TeamJuJu @BaronDavis @beatsbynav @sammywatkins   Please keep supporting farmers.  #FarmersProtest twitter.com/SwarajRadio/st…,0.00119,0.0,8e-05,0.00014,0.00029,3e-05,2e-05
6915,Your end is near @narendramodi  #FarmersProtest twitter.com/RaviSinghKA/st…,0.00098,0.0,6e-05,0.0001,0.00016,5e-05,2e-05
6916,Farmers will definitely win  8 #WhyModiFoolingFarmers #FarmersProtest,0.00133,0.0,7e-05,0.00014,0.00025,4e-05,3e-05
6917,"@KanganaTeam Ohhhh..btw...u mind telling me how much Mr. Modi pay u.. Roj 2 rupee kmane k liye...crap likhti rehti ho... And @diljitdosanjh has talent, he doesn’t need 1 month, 1 day is enough for him.. App jaise talentless thodi hai woh.. #FarmersProtest",0.19889,0.00018,0.19628,0.00104,0.02232,0.00018,0.00222
6918,Fighting for your rights is never fun. It requires a lot of dedication and sacrifice . No one likes fighting   #किसानों_की_क्रांति_तख़्त_हिलाएगी #FarmersProtest twitter.com/Tractor2twitr/…,0.0019,0.0,0.0001,0.0002,0.00025,6e-05,3e-05
6919,UP Kisan Mahapanchayat at Muzzafarnagar against black farm laws SKM members &amp; farmers from various states will join in reiterating their demand to Repeal Laws ....  #UP_किसान_महापंचायत_5Sep   #FarmersProtest https://t.co/wOIszgxvxS,0.0147,2e-05,0.00028,0.00897,0.00158,0.0001,7e-05
6920,@Akali_Dal_ @officeofssbadal So how your and your bhappa and your Billo are on farmers side when you all supported black laws openly in public! Don’t give this crap that you split from BJP in favor of farmers. You split because of public anger. #FarmersProtest,0.88478,0.00447,0.63587,0.12947,0.51295,0.00121,0.00301
6921,The BJP sent it’s goons to Singhu. How did this mob get over all of Singhu's barricades @DelhiPolice? BJP never misses an opportunity to sabotage the #FarmersProtest &amp; administration is equally responsible for it.  #ModiSentGoonsToSinghu https://t.co/pAHDPA4uId,0.08425,1e-05,0.00402,0.00108,0.05954,0.00014,0.00025
6922,"11 th Meeting with Border issue, 8 phase elections,some 13 meetings with Farmers  still no resolution...., Govt really understand  The situation and issues? Or just a Timepass for remaining 3 years ? #WestBengalElections #FarmersProtest #indiachinastandoff twitter.com/globaltimesnew…",0.00045,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
6923,"If external people can understand the #FarmersProtest then Why not the internal people? Democracy doesn't mean Internal, however, it is external. @Kisanektamorcha twitter.com/meenaharris/st…",0.00045,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
6924,Nodeep (New Light) Kaur a prolific activist and passionate speaker at the forefront of the #farmersprotest. Serious human rights violations:torture and sexual assault. Youth with courage to speak the truth must be supported. We demand justice and her Release! #SpeakupforNodeep,0.0286,2e-05,0.00052,0.00068,0.0011,0.00014,0.0356
6925,Our farmers won’t ever give up neither we should we  #ModiHates_Democracy #FarmersProtest https://t.co/Vt8I5EZBBb,0.00141,0.0,6e-05,0.00017,0.00029,3e-05,2e-05
6926,On one hand you are supporting the #FarmBills by saying that they will benefit the farmers and they will provide free market for the farmer’s agricultural produce and on the other hand you are stopping  farmers from entering stare borders. Heights of hypocrisy. #FarmersProtest twitter.com/mlkhattar/stat…,0.24744,0.0,0.00055,0.00054,0.20013,6e-05,8e-05
6927,"@aajtak @anjanaomkashyap #ChakkaJam and #RastaRoko Across Maharashtra, Shops Closed in Pune, Parts of Mumbai  Reporter: @ameytirodkar   #BharatBandh #FarmersProtest https://t.co/fqMSX7Lj6V",0.00087,0.0,9e-05,9e-05,0.0002,2e-05,3e-05
6928,"@mukeshambani01 You and your pack of dogs are exploiting India for your personal benefits. There are 250,000+people protesting peacefully and not all are farmers. We’re Sikhs and farmers who provide food to people all around the world. Who the hell is modi to provide 6months food #FarmersProtest",0.36949,0.0002,0.10961,0.00583,0.06591,0.00101,0.00121
6929,India's biggest #MahaPanchayat is being held in #Muzaffarnagar.  &amp; there are some Muslim elders distributing food &amp; water to farmers who have come to the Maha Panchayat.  #FarmersProtest #MuzaffarnagarPanchayat  @sushant_says @RakeshTikaitBKU @shanu_sab  https://t.co/5Vxt4ibhIX,0.01067,4e-05,0.00038,0.00876,0.00105,0.00015,0.00025
6930,These #FarmersProtest is not about  #MSP at all ! https://t.co/1y6mas8E2v,0.00062,0.0,5e-05,7e-05,0.00012,2e-05,2e-05
6931,@timesofindia @ColoradoSikhs @SSAGMU @SikhLoveStories @SikhSangat @SikhsOfDFW @CanadianSikhs @SikhFoundation @TheSikhGroup @SikhFeminist @TheSikhNet @Justice4Sikhs @sikhchannel @SikhPA @WorldSikhOrg @SikhFedUK @_JasvirSingh @sikhreport @citysikhs @sikhsiyasat @SikhNet @sikh_coalition #FarmersProtest  Nobel Peace Prize nomination postponed NIA  examination of Khalsa Aid India.   twitter.com/baxiabhishek/s…,0.00193,1e-05,0.00018,0.00057,0.00044,3e-05,0.00015
6932,"@DrArchanaINC @ManojMehtamm BJP + RSS +BIKAU MEDIA PATLKAR + TWITTER + PAID INDIAN ACTORS + PAID CRICKETERS                          Vs  FARMERS, RIHANNA, GRETA  And yet, the Farmers are winning 🚜💪  #RihannaSupportsIndianFarmers #FarmersProtest  #Farmers_Lives_Matter",0.13766,0.00011,0.01226,0.01446,0.04445,0.00044,0.00193
6933,Thanks Rep.jim Costa #FarmersProtest twitter.com/RepJimCosta/st…,0.00062,0.0,4e-05,7e-05,0.00017,2e-05,1e-05
6934,MARKETMOVERS: Key Events indiantradersspot.blogspot.com/2021/03/key-ev…  #AEWDynamite  #FarmersProtest  #Master  #RasiPalan  #VaathiComing  #IndiaRejectsLICIPO  #LiveLifeTwice  #ThursdayMorning  #thursdaymotivation  #ThursdayThoughts  #thursdaywisdom  #ThursdayVibes,0.00075,0.0,8e-05,0.00011,0.00015,3e-05,2e-05
6935,Farmers block NH44 at Karnal as part of #ChakkaJaam called in solidarity with #FarmersProtest.  #IndiaSupportsChakkaJaam  #FarmersProtest #StandWithFarmers #supportfarmers #ChakkaJaam https://t.co/b3HhNh0Nkp,0.00076,0.0,6e-05,0.00011,0.00014,3e-05,2e-05
6936,Resign  @JPDALALBJP  Apology Not enough. You are heartless and cannot have people like you leading India Dismissing 200 lives as just collateral damage. Enough ‘Dalaali’ Not how Senior MP of agriculture should behave! Same on you! #ResignDalal #FarmersProtest #StandWithFarmers twitter.com/JP_BJS/status/…,0.04729,0.0,0.00048,0.00084,0.02259,0.00011,7e-05
6937,Watch back #DPstopIntimidatingFarmers #FarmersProtest twitter.com/Punjab2000musi…,0.0008,0.0,6e-05,9e-05,0.00017,2e-05,2e-05
6938,Don’t stay silent now!!!  @cvoule @hrw @un @amnesty #ModiPlanningFarmerGenocide #FarmersProtest https://t.co/aYx5U4OQw6,0.00261,0.0,0.00016,0.00021,0.00028,7e-05,5e-05
6939,Support #FarmersProtest  Support Local Farmers  Support Economy  Support Democracy  Support Humanity  #WomenFarmers_AtParliament   ..,0.00101,0.0,5e-05,0.00048,0.00027,3e-05,0.0001
6940,Is the World just going to watch as another Hitler wages war &amp; commits #HumanRightsViolations on his own citizens?  Attn @KingJames @Kaepernick7 @carmeloanthony @cristiano @juanmata8 @neymarjr @Beyonce @zoesaldana @mcuban @idriselba @MarkRuffalo @Trevornoah   #FarmersProtest twitter.com/gurpind3132016…,0.00876,0.0,0.00016,0.00081,0.00162,0.00012,5e-05
6941,"#NATIONAL | Punjab Doctors, Nurses Join Farmers’ Protest  #FarmersProtest #Punjab #Doctors #Nurses #Delhi #MedicalAssistance pratidintime.com/punjab-doctors…",0.00075,0.0,6e-05,9e-05,0.00018,2e-05,2e-05
6942,"He will sell Dams , reservoirs, canals and rivers too  And will ask farmers to pay royalty and use water for agriculture purposes  #StopSellingIndia   #FarmersProtest",0.00056,0.0,4e-05,0.0001,0.00013,2e-05,2e-05
6943,Keep supporting farmers #FarmersProtest 36,0.00064,0.0,3e-05,0.00011,0.00015,2e-05,1e-05
6944,@BJP4India is trying to change facts and history by rewriting everything  #ReleaseDetainedFarmers  #FreeRanjitSingh #FarmersProtest twitter.com/achakrava/stat…,0.00046,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
6945,@Jazzy686165522's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0.00043,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
6946,India is consuming banned GM food owing to lack of regulations  Why is govt not making law against this ?  downtoearth.org.in/news/food/indi…  #WomenFarmers_AtParliament  #FarmersProtest .................................................................................................,0.00106,0.0,6e-05,0.00034,0.0003,2e-05,7e-05
6947,"Hello India,  Watch the farmers getting international support but who are so called Indian celebs in your view, are deaf n dumb. Time you boycotted all these fakes who follow only one thing, Money. #IStandWithFarmers #FarmersProtest #PMLies",0.90526,8e-05,0.00332,0.04627,0.86186,0.00017,0.0003
6948,@Harprit97473725 @Terminator00096 @KanganaTeam @KanganaTeam  she is psychic woman. She had sold her soul for few pennies to modi shah bjo rss.  SHAME SHAME SHAME SHAME #FarmersProtest,0.03308,4e-05,0.00109,0.00533,0.00601,0.0003,0.00151
6949,"@itsNitikaSingh And it’s interesting to see when there’s no farmers/ no food, how you gonna die without food and beg others for help. #Standwithfarmerschallenge #FarmersProtest #ShameOnModi",0.04542,1e-05,0.00074,0.00182,0.00343,0.00478,0.00016
6950,Too good #FarmersProtest twitter.com/salonayyy/stat…,0.00062,0.0,4e-05,9e-05,0.00013,2e-05,2e-05
6951,"So true,let’s all be responsible citizens and not fall prey to people like him #FarmersProtest #FarmersProtests #FarmersCall_BJPboycott twitter.com/amaanbali/stat…",0.00084,0.0,4e-05,0.0001,0.00021,2e-05,2e-05
6952,Hy @TheEconomist I request you to send a tweet in favor of the farmers of india This may have some effect on our government of india and they may cancel the farmers bill please send a tweet in favor of the #farmers #FarmersProtest,0.00129,0.0,5e-05,0.00048,0.00021,3e-05,2e-05
6953,Does this heavy handed approach really look like a scenario entertaining or receptive to allowing the democratic right to protest???   #FarmersProtest twitter.com/ndtv/status/13…,0.00062,0.0,4e-05,7e-05,0.00016,2e-05,2e-05
6954,#FarmersProtest I StandWithFarmers,0.00056,0.0,4e-05,8e-05,0.00012,2e-05,2e-05
6955,This is 2021 dude  #Khalistan #FarmersProtest  #FarmersProtests  #FarmersTractorRally  #Farmers  #FarmersTractorParade https://t.co/ESKaUHWvM0,0.00089,0.0,0.00014,0.00011,0.0002,3e-05,3e-05
6956,"Tweet Nd retweet, keep up the counting   #आज_भारत_बंद_है #FarmersProtest",0.00055,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
6957,"Mr. Modi go back to your profession TEA SELLING, running country is not your cup of tea ☕️  #GoBackModi #FarmersProtest",0.00264,0.0,0.00012,0.00018,0.00052,3e-05,4e-05
6958,Thank you @rihanna for raising this issue. #Rihanna #FarmersProtest twitter.com/rihanna/status…,0.0007,0.0,4e-05,9e-05,0.00016,2e-05,2e-05
6959,"Still, I can see alot of modi bhakts 🤡using Twitter. Anti~national bhakts not following what the govt has said , use #kooapp   #FarmersMakeIndia #FarmersProtest #ModiHaiToMehangaiHai #FarmersStandingFirm",0.00213,0.0,0.00025,0.0002,0.00023,4e-05,6e-05
6960,"Karnataka Agriculture Minister BC Patil insults farmers, says those who commit suicide are cowards   #FarmersProtest  timesnownews.com/india/article/…",0.57036,2e-05,0.00106,0.00107,0.47633,0.00083,0.00013
6961,#8_दिसंबर_भारत_बन्द #FarmersProtest #kisaanektazindabaad  I support indian farmers Bharat band 8 December.,0.00442,1e-05,0.00019,0.00361,0.00044,6e-05,6e-05
6962,#ArrestRakeshTikait and #Stop the #SuperSpreader FAKE #FarmersProtest twitter.com/KreatelyMedia/…,0.00103,0.0,8e-05,9e-05,0.0002,3e-05,3e-05
6963,"Time to sing all together, Get up, stand up, Stand up for your rights. Get up, stand up, Don't give up the fight. 🙏🏻 #FreeDishaRavi #ReleaseDishaRavi  #FarmersProtest twitter.com/Die5chlauKatz3…",0.00252,0.0,9e-05,0.00015,0.00045,0.00011,3e-05
6964,"@ClaudiaWebbe Govt isn't listening us We are fighting against three agriculture law,govt have applied in India #FarmersProtest https://t.co/SD9gMx5mhl",0.00043,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
6965,"""Reading is possibly the most subtle political act."" #FarmersProtest https://t.co/qXD9wv4yRY",0.0004,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
6966,#NoVoteTo_LiarModi #FarmersProtest #CancelNewAntiLabourActs #KisaanMazdoorEktaZindabaad #LongLiveTheRevolution When the full toss comes the ball should should be out of stadium and it's happening that's why it is trending,0.00088,0.0,6e-05,0.00011,0.00018,4e-05,3e-05
6967,@GretaThunberg Heartily!!!!thankful to you raising voice in favour of #FarmersProtest,0.00071,0.0,4e-05,8e-05,0.00017,2e-05,2e-05
6968,@RaviSinghKA @YUVSTRONG12 Lost all my respect . @YUVSTRONG12 Singh na laa Naam Piche . Not for cowards #IStandWithFarmers  #FarmersProtest #FarmersProstest #Sellebrities,0.52755,2e-05,0.00516,0.00116,0.49436,0.00011,0.0003
6969,#NationAgainstCricketers #NationAgainstBollywood  Pass It On And Support #FarmersProtest   #shameonbollywood #RihannaSupportsIndianFarmers,0.00057,0.0,4e-05,0.00013,0.00013,2e-05,2e-05
6970,This is what #FarmersProtest doing all across the country. Its a shame that #Politicians for their short term gain are playing with the country n spreading the anarchy twitter.com/ANI/status/135…,0.00242,0.0,6e-05,0.00014,0.00064,3e-05,2e-05
6971,@vanessa_vash @LicypriyaK Bollywood “celebs” were tweeting about BLM but why are they quiet now? #FarmersProtest Disappointed in @hasanminhaj https://t.co/gEjDrisigJ,0.00106,0.0,6e-05,0.00013,0.00025,2e-05,2e-05
6972,India is consuming banned GM food owing to lack of regulations  Why is govt not making law against this ?  downtoearth.org.in/news/food/indi…  #WomenFarmers_AtParliament  #FarmersProtest ..........................................................,0.00107,0.0,6e-05,0.00035,0.00031,2e-05,7e-05
6973,"people who justified Ranjit Singh brutal arrest , want us to condemn  ..... #KisanEktaZindaabaad  #FarmersProtest twitter.com/NavdeepSingh_7…",0.001,0.0,4e-05,0.00012,0.00019,4e-05,2e-05
6974,@SinghSwaiman #OurPrideDrSwainmanSingh  stand tall and strong ! You're an inspiration to so many of us ! Keep up the selfless service to humanity!  #FarmersProtest,0.0008,0.0,4e-05,8e-05,0.00022,2e-05,2e-05
6975,"Somebody is horny, and not Swara #FarmersProtest #ModiDisasterForIndia twitter.com/BJPBalochistan…",0.43252,0.00029,0.04096,0.00272,0.00951,0.00064,0.37879
6976,I would like to take 2 minutes from your day to bring attention to Girish Khera who has been protesting for almost a month in Narnaul (Haryana)- a protest that is being fueled solely on patriotic determination of a handful of people. #FarmersProtest #KisanAndolan #KisanEktaMorcha https://t.co/Pdv2aBJmE5,0.00093,0.0,6e-05,9e-05,0.00022,3e-05,2e-05
6977,"Internet cut, supplies cut, routes cut, electricity cut - this is the behaviour of fascist states, not democracies! bbc.co.uk/news/world-asi… #ModiPlanningFarmersGenocide #BJPGoonsAttackingFarmers #FarmersProtest #KisaanMajdoorEktaZindabad",0.0566,1e-05,0.00036,0.00283,0.02186,0.00014,9e-05
6978,Modi should be investigated in Pulwama blast resulting in killing of innocent Army Jawans for political gains  #FarmersProtest twitter.com/ShireenSpeaks/…,0.01127,1e-05,0.00016,0.00052,0.00063,0.0022,9e-05
6979,@sonamohapatra For which crops the #MSP is guaranteed apart from wheat &amp; rice?  #FarmersProtest,0.00044,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
6980,"@sukhdha75655514 @SunnyKa06278296 @DelhiPolice is inhumane. Multiple unnecessary arrests of journalists, environmentalists, farmers and now a 2 year old child? #FreeYasmiKaur  #HumanRightsViolations @hrw @UNHumanRights @amnesty @freedomhouse @BBCWorld @globalnews @nytimes  #ModiRaidsProFarmers #FarmersProtest",0.00281,0.0,9e-05,0.0002,0.00078,4e-05,3e-05
6981,Farmers To Begin Relay Hunger Strike From Today tv.mathrubhumi.com/news/india/far… #FarmersProtest #RelayHungerStrike #DilliChaloVehicleRally,0.0007,0.0,5e-05,9e-05,0.00016,3e-05,2e-05
6982,What makes Modi think he owns India? #FarmersProtest twitter.com/mandeeppunia1/…,0.00055,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
6983,As they  get piece of meat from their father for every tweet they think all r same like them . #farmersprotest #freenodeepkaur #leavemediaalone #leavejudiciaryalone twitter.com/Editor__Sanjay…,0.00256,0.0,0.00013,0.00025,0.00055,0.0001,4e-05
6984,@GretaThunberg is very young.... Which means  WORLD NEED TO TOLERATE HER FOR VERY LONG TIME 😠😡 !!??  God...Save the World...  @TajinderBagga  @BJP4India  @TVMohandasPai  @FollowAkshay1  @ShefVaidya   #GretaThunberg  #GretaThunbergExposed  #FarmersProtest,0.0156,1e-05,0.00064,0.00067,0.00212,0.00052,0.0002
6985,"#SantRanjeetSinghDandriawale  Explaining how one Side story is presented in #Khoti_Media easiest way to take someone l_fe on name sake of #Beadbi  Brutu_ally a man pleasing to God to end him, But ""they"" make fun of him. #FarmersProtest  #Hindus_Attacked_In_Bangladesh https://t.co/59aljOYboC",0.00444,1e-05,0.00028,0.00051,0.00077,0.00019,0.00019
6986,@RakeshTikaitBKU @Kisanektamorcha @NareshTikait @OfficialBKU @AHindinews @down2earthindia @TOIIndiaNews @PTI_News @AP @brajeshlive @BBCNewsPR Full support from #Spain  #FarmersProtest,0.0017,0.0,0.00018,0.00016,0.00033,3e-05,4e-05
6987,@AdityaKansili @KanganaTeam 1) not all farmers currently receive MSP.. not all crops have MSP 2) Not quite sure which facilities you are referring to but corporates receive a lot more subsidies they don't have to tell you their struggles just look up their suicide rates  #farmersprotest #isupportfarmers,0.00059,0.0,4e-05,8e-05,0.00014,2e-05,2e-05
6988,Uneducated government can't understand the meaning/value of protest.😕 #FarmersProtest #300DeathsAtProtest twitter.com/imfulara/statu…,0.0125,1e-05,0.0004,0.00065,0.00282,0.00013,8e-05
6989,An Ode to Farmers.  #farmers #indianfarmers #farmersact #farmersbill #punjab #haryana #farmersprotest #democracy #motherindia #godan #peeplilive #upkar #munshipremchand #manojkumar #ashaparekh #mahendrakapoor #amirkhan #india #indianlaws #indianbills #indianfilms https://t.co/MeDyGN6hZV,0.00265,1e-05,0.00029,0.00065,0.0004,5e-05,6e-05
6990,Thank you for raising awareness. Farmers need our support. #FarmersProtest  #KisanEktaMorcha  #DigitalKissan twitter.com/VICENews/statu…,0.0006,0.0,4e-05,8e-05,0.00014,2e-05,2e-05
6991,"Will the tractor rally achieve the main objective?  To know, watch panelists debate on #NewsToday with @sardesairajdeep   #FarmersProtest #FarmLaws2020 #TractorRally #RepublicDay  bit.ly/2K5gAiE",0.00048,0.0,3e-05,7e-05,0.00013,2e-05,1e-05
6992,moneycontrol.com/news/india/cov… reality of oxygen cylinders #मोदी_भाषण_रोको_आक्सीजन_नहीं #FarmersProtest,0.00046,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
6993,@indijaswaloye Today Hashtag Retweet  #ParliamentForFarmers #FarmersProtest,0.0005,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
6994,@JaipeeKumaran @JijaJi23813121 @narendramodi WHO IS CONGRESS DO YOU KNOW ??? I DONT KNOW WHO IS CONGRESS ......  #ResignModi  #IStandWithShaileshYadav  #FarmersProtest  #KisanBole_NoVoteToModi,0.10682,3e-05,0.00776,0.00127,0.0287,0.00034,0.00047
