input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
"#TrendingTonight | ""Protests are continuing, all farmers are united"": Naresh Tikait, President, Bhartiya Kisan Union   #FarmersProtest  https://t.co/Nz0GSFKrmQ",0.00051,0.0,3e-05,9e-05,0.00014,2e-05,1e-05
@amaanbali @2020Farmers #FarmersProtest another life gone R.I.P 😥  family will bear the pain for the rest of their lives.. too many lives lost.. is it not possible @KissanUnion to set up  help for these farmers where they can get advice &amp; help even if one life is saved its worth saving 🙏,0.00128,0.0,8e-05,0.00012,0.00026,4e-05,3e-05
"For those who took more than 70 years to come from half pants to full pants, how fast will their development speed be ? 🤔  #Desh_Ka_Gaddar_RSS #GoBackModi #FarmersProtest",0.00225,0.0,0.00024,0.00013,0.00047,5e-05,0.00011
Only a RSS guy could achieve this👇🏼True as it stands the guy is a genius 👏🏽👏🏽👏🏽Some of his other achievements👇🏼Can’t beat it 😅 #Desh_Ka_Gaddar_RSS #FarmersProtest twitter.com/surrbhim/statu… https://t.co/NvhXjMIp9A,0.00144,0.0,0.0002,0.00015,0.0004,7e-05,3e-05
@sambitswaraj @AmitShah FYI by the way on delhi border you forced to kill 300 farmers. Any regret or decline in shameless attitude. You are being so stubborn that cant see economy loss per day rs 2200 crores into 120 days. You cant be patriot in any way. #FarmersProtest twitter.com/bhootsantosh/s…,0.16195,2e-05,0.00078,0.00253,0.03079,0.01498,0.00017
i urge every sikh nd hindu to come even closer in these difficult times trust in me its very easy to spread hatred nd start violence but once the cycle starts it doesnt stop untill it spoils everything dont let anybody to spread hate among us #nanded #FarmersProtest,0.07602,3e-05,0.0013,0.00704,0.00378,0.00489,0.00021
@harbhajan_singh @harbhajan_singh remove Turbanotor n Singh in front of your name.  Hola Mohalla Sangat crowd was seen but election rallies in Bengal were not seen? Modi and Ambani's puppets😠😠😠  #FarmersProtest #होली_के_रंग_किसानों_के_संग,0.00347,0.0,0.00035,0.00021,0.00063,5e-05,8e-05
Proud to be a farmer  #FarmersProtest  #GoBackModi twitter.com/amanmangat08/s…,0.00131,0.0,7e-05,0.00013,0.00031,3e-05,2e-05
"I'm just gonna say I don't abuse here and that is only because of my sisters here , but a lot bhakts they go on next level, so if you see my heated comments I'm apologizing it right now 🙏  #होली_के_रंग_किसानों_के_संग #Desh_Ka_Gaddar_RSS #FarmersProtest",0.01156,2e-05,0.0018,0.00068,0.00111,0.00012,0.0007
#RahulGandhi spokesman might be thinking to himself : Lockdown would yield    on #FarmersProtest job being half done.  @republic @OpIndia_com @goachronicle twitter.com/dhruv_rathee/s…,0.00078,0.0,6e-05,7e-05,0.00019,3e-05,2e-05
"This Protest has changed my life for better, i was never so grateful and humble for everything i have , watching people of land struggling for their livelihood makes me more selfless and empathetic person for everyone around me . Prayers for my people and Land #FarmersProtest",0.00102,0.0,6e-05,9e-05,0.00024,2e-05,2e-05
"Truth is out on the #sikhcaucus, contact @FriedrichPieter directly for bulk orders for your Community #farmersprotest #sikhsofamerica twitter.com/monica_gill1/s…",0.0005,0.0,4e-05,7e-05,0.00012,2e-05,1e-05
@DeepSan05970557 True faith and love in God keeps our farmers in Chardi kala  #FarmersProtest Only those of pure hearts will win this war #StandWithFarmers,0.00046,0.0,4e-05,0.0001,0.00013,2e-05,2e-05
Indian history and distorted narratives - The Hindu#farmers #farmersprotest,0.0009,0.0,3e-05,0.00043,0.00017,2e-05,1e-05
@harbhajan_singh What is your thoughts on #FarmersProtest  They all worn masks and ppe kits while protesting.  Correct Sir ?,0.00256,0.0,0.00012,0.00015,0.00059,5e-05,5e-05
#FarmersProtest #FarmersProtests #Farmers  Before BJP  Government  . . Agree Or Not? https://t.co/QMWWXPwGOS,0.00049,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
It usually hits when you hit their Two friends businesses like Jio. Govt things don't matter to ModiSha.  #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/bhupenderc19/s…,0.00912,1e-05,0.00027,0.00053,0.00041,0.00254,0.0001
"This our power , Our pride and our nationalism .   We were taught that Humanity is over the Religion   Our Gurus even gave water to the injured enemies in the war ground.   Long live Humanity Long live Sikhism  #Sikhism  #FarmersProtest twitter.com/RaviSinghKA/st…",0.002,0.0,4e-05,0.00081,0.00036,4e-05,2e-05
Shame on you. You should respect farmers #FarmersProtest https://t.co/2f2efwUotR,0.0702,1e-05,0.00128,0.00178,0.01326,0.00111,0.00019
"@harbhajan_singh Just like there was no Corona during the #FarmersProtest . Same way there is no Corona during Hindu festivities. If you are concerned about the spread, then where was this concern during the #FarmersProtest ?? Logical qts. isn't it??",0.00078,0.0,4e-05,0.00014,0.00015,2e-05,2e-05
"Shocking right, and it's only beginning of the summer. It's going to be a long summer! Strength to them! #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/mcshivanisen/s…",0.00063,0.0,4e-05,9e-05,0.00013,3e-05,2e-05
@Chhotalikharii The colour we see everywhere is green - green for the #FarmersProtest - green for the colour of the land that they are fighting for #StandWithFarmers,0.00045,0.0,3e-05,0.00011,0.00011,2e-05,1e-05
Agree- full with spirit and fighting to keep colours in others life. 🙏💚  #FarmersProtest #होली_के_रंग_किसानों_के_संग twitter.com/rakhitripathi/…,0.00055,0.0,4e-05,0.0001,0.00012,3e-05,2e-05
#Sikhism community has to come forward &amp; end this #FarmersProtest  in Delhi becoz extremists #Khalistani will become successful in creating rift in Bharat &amp; will spoil the image of #Sikhism in the world @PunjabGovtIndia 🙏 twitter.com/iFearlessSingh…,0.00065,0.0,4e-05,0.00012,0.00013,2e-05,1e-05
"Today,Cultural Haryanvi Holi played by women of Haryana on the #TikriBorder throughout the day.  #FarmersProtest #होली_के_रंग_किसानों_के_संग  https://t.co/seEnCRxCCP",0.00146,1e-05,9e-05,0.00073,0.00036,7e-05,0.00023
"Today,Cultural Haryanvi Holi played by women of Haryana on the #TikriBorder throughout the day.  Punjab farmers saw such type of Holi for the first time.  #FarmersProtest #होली_के_रंग_किसानों_के_संग  https://t.co/4vI4rba6g5",0.00142,1e-05,8e-05,0.0007,0.00036,7e-05,0.00022
"Today,Cultural Haryanvi Holi played by women of Haryana on the #TikriBorder throughout the day.  Punjab farmers saw such type of Holi for the first time.  #FarmersProtest #होली_के_रंग_किसानों_के_संग  https://t.co/IK7kYnm19B",0.00152,1e-05,9e-05,0.00073,0.00037,7e-05,0.00022
@amaanbali In the list to innocent people a person who died 3 years ago was also there😂. just can't get over the fact that a person specially came back to life to teach a lesson to Narang Farmers now have support from the heaven too  #FarmersProtest https://t.co/RFndYBVRLn,0.00068,0.0,4e-05,0.00011,0.00018,2e-05,2e-05
Make yourself Humble or Life will do it  for you #GoBackModi #FarmersProtest,0.03853,2e-05,0.00318,0.0006,0.00375,0.00055,0.00042
"One bhakt is saying me they're gonna repeat 84, agar ek baap ho to kro try 🖕  #Desh_Ka_Gaddar_RSS #FarmersProtest  #GoBackModi",0.01044,1e-05,0.002,0.00042,0.0015,0.0001,0.00024
Discrediting Dr Abdul Kalam’s work with such unfounded statements just to provoke communalism cannot be right in this day &amp; age🤔RSS idiocracy is very much alive &amp; kicking!All of us have a part to play to hinder it’s progress with condemnation #FarmersProtest #Desh_Ka_Gaddar_RSS twitter.com/zoo_bear/statu…,0.13354,3e-05,0.00793,0.00109,0.06424,0.00027,0.00091
⁦@SinghSwaiman⁩ . #FarmersProtest ho this website to volunteer and donate https://t.co/cxHoYixRsd,0.00046,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
Happy #FarmersProtest holi twitter.com/jimmyfallon/st…,0.0009,0.0,6e-05,0.00012,0.00021,2e-05,2e-05
Common gal ajj kre ae??? #FarmersProtest vich Corona nhe ae??? running more than 6 months........ He is from Punjab...Nobody can say that never ever...that's a religious thing.   Better u get the facts and then debate   #GoBackModi   #Desh_Ka_Gaddar_RSS twitter.com/onlysatire001/…,0.00145,0.0,0.0001,0.00021,0.00039,3e-05,4e-05
🦉&amp;🐍 Modi Ego_Killing Farmers #FarmersProtest twitter.com/BeingL0gical/s…,0.0017,0.0,0.00012,0.00016,0.00038,4e-05,4e-05
"@Kisanektamorcha Kisan will bring the change,  our kisan will protect our Democracy,  Unity in diversity and our solidarity #FarmersProtest #jaijawanjaikisan",0.0005,0.0,3e-05,0.0001,0.00013,2e-05,1e-05
Farmer Surjit Singh of the village Ram Niwas in Bathinda has taken his life due to debt #FarmersProtest https://t.co/vlxRShlRZF,0.00094,0.0,7e-05,9e-05,0.00021,3e-05,2e-05
"Actually media is somewhat responsible for creating this headache ,just like ssr case .Had media taken pains to bring out the facts about farm laws ,rather than doing drama in tv debates none of these groups would have dared to go out of #FarmersProtest ##beating of BJP mla",0.00041,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
Rest in Peace.  ✊🏽✊🏽  #FarmersSuicide #FarmersProtest  #KnowYourShaheed  #ModiIgnoringFarmersDeaths  #Farmers twitter.com/amaanbali/stat…,0.00657,1e-05,0.0003,0.00048,0.00066,0.00032,7e-05
@harbhajan_singh There isn’t any corona at #FarmersProtest ?? 😡😡,0.00249,0.0,0.00016,0.00015,0.00039,5e-05,5e-05
"#Nanded  #Maharashtra .. #Sikh #community #Attacks #Maharashtrapolice #Brutally ...  Images showing #SP Vehicle in totally #Damaged .. Was ,it intention to #kill him 😡😡..  Yesterday it was #BJP #MLA beaten on the name of #FarmersProtest ... Now in #marathwada .. @diljitdosanjh https://t.co/8WwlzrpbkL",0.5349,0.00032,0.00654,0.00527,0.00683,0.34385,0.00055
When this lot have been bought up with this logic👇🏼is anything going to work wonders for such clueless morons🤔Don’t get it why do we have to prove our worth all the time whilst the pathetic sod running the country can’t even prove his ‘fiddled’ degree is real👊🏽 #FarmersProtest twitter.com/jatindertweets… https://t.co/Gn3myNebvn,0.97338,0.0001,0.00964,0.00079,0.96382,0.00011,0.00035
@harbhajan_singh plz tweet on this also  #FarmersProtest   Or Contracts will be in danger twitter.com/amaanbali/stat…,0.00106,0.0,4e-05,0.00012,0.00022,4e-05,2e-05
Holla Mohalla celebrated at Singhu Border.  Nihangs celebrated Holla Mohalla at Singhu. They used to celebrate at Anandpur Sahib but those who are at Singhu will stay here.Perform Gatka and Horse racing 🏇  #FarmersProtest #होली_के_रंग_किसानों_के_संग https://t.co/p2pBUszcHm,0.00049,0.0,5e-05,9e-05,0.00011,2e-05,2e-05
@harbhajan_singh People doing darma in the name of #FarmersProtest no caronavirus virus for them to 🙏,0.00087,0.0,7e-05,9e-05,0.00014,3e-05,3e-05
"Agriculture is the most healthful, most useful and most noble employment of man. Agriculture is our heritage and future.  Support Farmers of India.  #FarmersProtest   18:28:15",0.00085,1e-05,8e-05,0.0002,0.00027,4e-05,5e-05
Now in a full circle I bring my argument back to The British . - How and why the #Loanistan was created . - What's Britain's reaction in Indo-Pak issues ? - Recently how their MPs were reacting ? - #FarmersProtest and their reaction !  COINCIDENCE ?  22/n https://t.co/MJ09asw4Ty,0.00077,0.0,4e-05,0.00014,0.00018,2e-05,1e-05
@Sohiidul May you always be blessed and in Chardi Kala. Thank you for seeing the truth #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00106,0.0,8e-05,0.00015,0.00016,4e-05,4e-05
@ramapriya1989 @harbhajan_singh There is no Corona in #FarmersProtest 🤬 @harbhajan_singh,0.00072,0.0,6e-05,9e-05,0.00013,2e-05,2e-05
To: @REMAXca  CC: @PeelPolice  See below tweet regarding your employee Ashok Kumar who was involved in an incident   #FarmersProtest #Brampton  twitter.com/sukhisukhii/st…,0.00066,0.0,4e-05,8e-05,0.00016,2e-05,2e-05
@Aafrin7866 It really is. I'm so glad the vast majority of India understands this. #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00072,0.0,5e-05,0.00012,0.00012,2e-05,2e-05
"#Nanded  #Maharashtra #Sikh community getting #Violent , after #Maharashtrapolice  refuses permission to #Rally amid #COVID19 ...  #Reports of #Police #Injuries are coming ..🙄🙄😶😶..  Yesterday we saw , #BJP #MLA beaten in #Punjab on the name of #FarmersProtest , now it's #MH https://t.co/cHspU1GSno",0.00062,0.0,5e-05,8e-05,0.00013,2e-05,2e-05
"Farmers protest in Malout with demands to seek assurance from police that they won't arrest farmers with false claims have been approved after 2meeting by SP of Muktsar himself,As police came to arrest a person this mrng who died 3yrs ago.  #FarmersProtest https://t.co/14iafvY0Ol",0.00153,0.0,7e-05,0.00015,0.00038,3e-05,2e-05
@kdhanjal12 Well said kay #FarmersProtest,0.00047,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
Yes it does! Spread love peace unity and HUMANITY wherever you go not hate! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights Jai Kisaan Jai Jiwan ❤️ Sarbaat da Bhalla and Chardi Kala to all 🙏 #FarmersAboveReligiousHate #MahapanchayatRevolution https://t.co/mlF9yiaXPY,0.00343,0.0,0.00013,0.00054,0.00044,6e-05,5e-05
"One of the reasons for that is very well put in this article by @FriedrichPieter Everyone needs to read this article about how RSS took over the working of Delhi Police during these protests. pieterjfriedrich.medium.com/rss-controlled… So, such cases shouldn’t surprise any of us 🤔#FarmersProtest twitter.com/pawanrai1313/s…",0.00047,0.0,4e-05,7e-05,0.00012,2e-05,1e-05
"If your emotions still get triggered at the name of religion, trust me you need to be Human 👍  #Desh_Ka_Gaddar_RSS #FarmersProtest",0.00604,0.0,0.0001,0.00068,0.00077,7e-05,7e-05
@harbhajan_singh There isn't any  in #FarmersProtest ?😡,0.00069,0.0,5e-05,9e-05,0.00013,2e-05,2e-05
Ashok Kumar employee of @REMAXca is openly threatening protesters in Barmpton. This is a set back for realtor industry’s reputation. Plz look into it #Canada @GlobalBC @CNN #FarmersProtest twitter.com/sukhisukhii/st…,0.0015,0.0,5e-05,0.00017,0.00028,5e-05,2e-05
Happy that Bharatiya and Krantikari Kisan Union leaders say Farmers Peaceful Struggle will be continued as confirmed with NDTv even if irresponsible anti farmer Modi Govt enacts many a 26 Jan diversions . They reiterate its not Farmers but Indian Peoples Struggle. #FarmersProtest,0.00065,0.0,3e-05,0.00012,0.00017,2e-05,1e-05
The true measure of the JUSTICE of a system is the amount of protection it guarantees to the weakest.  Our FARMERS are suffering  Speak up for FARMERS!  #FarmersProtest   18:14:15,0.00051,0.0,3e-05,9e-05,0.00012,2e-05,2e-05
@PunYaab You and your humour @PunYaab 🙌🏼🙌🏼👌😂😂 Waheguru thenoo chardi kala vich rakhan #FarmersProtest @NavdeepSingh_7,0.0037,0.0,0.00042,0.00019,0.00066,5e-05,8e-05
@ndtv Agents at Singhu border burnt copies of the 3 farm laws on Holika Dahan today...  #FarmersProtest.     This is actual news..,0.00045,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
"Racism is real in India, and it has always been. Xenophobia is real in India and it has always been sexism and feminne too. Such a shame isn't it?  #GoBackModi #Desh_Ke_Gaddar_RSS #FarmersProtest",0.10152,4e-05,0.00092,0.0377,0.01628,0.0002,0.0035
Amazing to see to different colors of holi festival ♥️🙏🙏 😂😂😂  #FarmersProtest #Desh_Ka_Gaddar_RSS twitter.com/kisanektamanch…,0.00094,0.0,6e-05,0.00018,0.0002,3e-05,2e-05
Good point 👏 So for these hindutva rss ppl separtion wS okay for bangladesh &amp; for them too openly demanding hindu-rastra &amp; nobody questions them ! Otherwise its terr0rism for them ! #FarmersProtest twitter.com/indianproud12/…,0.04083,4e-05,0.0085,0.00169,0.00459,0.00016,0.00182
"RSS Gobernment has been attacking, blaming, scapegoating and harassing us nonstop . Now, they’ve started to verbally assault and kill us.  #Desh_Ka_Gaddar_RSS #FarmersProtest #GoBackModi",0.44891,0.00018,0.00397,0.00644,0.00565,0.16869,0.0008
I HATE seeing any religion being used to spread hate. I hate religious extremism. I LOVE Humanity Peace Equality Justice and Fairness for ALL! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights #FarmersAboveReligiousHate #MahapanchayatRevolution https://t.co/p5xbxYS3Uj,0.44563,0.00017,0.00221,0.29774,0.03473,0.00392,0.00061
Awesome ♥️🙏🙏🙏🙏  #FarmersProtest  #Desh_Ka_Gaddar_RSS twitter.com/butterfly0o0o0…,0.00071,0.0,7e-05,7e-05,0.00017,2e-05,2e-05
these gore be boiling in this heat n our farmers back home in not even double this heat on the streets  #FarmersProtest,0.00135,0.0,4e-05,0.00017,0.00024,6e-05,2e-05
@sukhpunia6 @Harprit97473725 sab to wade chor rss. #Desh_Ka_Gaddar_RSS. #FarmersProtest,0.00095,0.0,0.00014,0.00011,0.00014,3e-05,4e-05
In no sense it’s looking like what they are trying to frame. Idiots 🐕 chadi rss gang and bjp dumb thinks everybody is andh bhakts and fools like them . Maybe rrs chadi gang is beating ajay devgan.. idiots #FarmersProtest #Desh_Ka_Gaddar_RSS twitter.com/parmind4261971…,0.99552,0.00079,0.02392,0.00499,0.99053,0.00045,0.00115
BJP had called Malout Bandh but thousands of farmers turned up to make BJP’s plan unsuccessful.  #FarmersProtest https://t.co/4loUxKA1hs,0.00055,0.0,3e-05,9e-05,0.00015,2e-05,1e-05
Thank you #India for staying UNITED and PEACEFUL! So proud of  each of you! #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS Jai Kisaan Jai Jiwan ❤️ Sarbaat da Bhalla and Chardi Kala to all 🙏 #FarmersAboveReligiousHate #MahapanchayatRevolution,0.00122,0.0,0.0001,0.00014,0.00023,3e-05,3e-05
#Twitter may be shadow-banning many of us! But still #IStandWithFarmers and the #FarmersProtest ✊ https://t.co/ZDaDSXZyfG,0.00095,0.0,5e-05,0.00013,0.00016,3e-05,2e-05
#Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights STAY UNITED STAY PEACEFUL twitter.com/_ManikGoyal/st…,0.02302,1e-05,0.00058,0.00097,0.00475,0.00018,0.00014
Incase you needed another reason to hate Hitler Modi... #WhatsHappeninglnMyanmar #Myanmarcoup #FarmersProtests #FarmersProtest #Myanmar https://t.co/PLldB3nW4e,0.10158,2e-05,0.00126,0.01007,0.0106,0.00167,0.00023
Absolutely RIGHT 👏👏  Hindutva supremacist demanding hindu-rastra nd nobody questions them   #FarmersProtest twitter.com/Karanveer_135/…,0.00586,0.0,7e-05,0.00118,0.00102,5e-05,3e-05
"@Parmind42619715 @BinduGhuman It’s looking fake ..., bjp and rss chadi gang think everybody is fool and andh bhakts like them 🤣😂😂 #FarmersProtest #Desh_Ka_Gaddar_RSS",0.8714,8e-05,0.01465,0.00147,0.81019,0.00012,0.00058
My info  NAME- Singh Qualifications- revolutionary since read BHAGAT SINGH D.O.B- when Inquilab started Death- Depends on Dictator Government @narendramodi Legacy- hoping more people will come into fight for their rights   #Desh_Ka_Gaddar_RSS #FarmersProtest,0.00288,0.0,0.00021,0.00018,0.00047,0.0001,6e-05
"@rajivranjan926 @saahilmenghani @ndtv @newslaundry @ajitanjum @amaanbali @IndianExpress Thesw media houses are propaganda fr you ? They are showing, what you were interested to know since u were mis-informed about #FarmersProtest 75% farmers pan-india are protesting is propaganda for you, so understood you are the propagandist",0.02943,0.0,0.00045,0.00101,0.01272,8e-05,7e-05
The BJP had given a call for Malout to be beaten up by the beating of the BJP MLA.But the reverse effect happened. People did not come in support of BJP.Rather thousands of people gathered to get the cases cancelled against the farmers.  #FarmersProtest https://t.co/pjhJ70GamK,0.00057,0.0,3e-05,0.0001,0.00014,3e-05,1e-05
Trust me I wear better Nikars than RSS  #Desh_Ka_Gaddar_RSS #FarmersProtest,0.0018,0.0,0.00021,0.00014,0.00021,5e-05,6e-05
"In #Haryana and Western UP, there is a custom of Women beating up Men on #Holi with Korda (कोरड़ा). Leaders on the stage at #TikriBorder got it too. 😆😂😀   #होली_के_रंग_किसानों_के_संग #FarmersProtest @sushant_says @RakeshTikaitBKU @NareshTikait @aadhiIlya @dhruv_rathee @ndtv https://t.co/ONv4iDdz00",0.00308,2e-05,0.00019,0.00204,0.0007,0.00014,0.00057
"Get all the updates of  #FarmersProtest which is PAN-INDIA from @saahilmenghani @ndtv @newslaundry @ajitanjum @amaanbali @IndianExpress  I've taggd you RIGHT media houses 3-4 april is Mahapanchyat in GUJRAT &amp; later karnatak,prvsly at M.P UP RAJASTHAN, #FarmersProtest twitter.com/rajivranjan926…",0.00323,0.0,0.0003,0.00044,0.00056,3e-05,7e-05
Hoshiarpur lads lead the way for this motivation 😂 Started from Tikshan Sood’s house &amp; it’s happening now in France 😂 That’s called ‘globalisation of gobarnomics’ Punjabi style! Made my day this did watching this video 👇🏼#FarmersProtest #Desh_Ka_Gaddar_RSS twitter.com/scukofficial/s… https://t.co/0iQy82qx35,0.00101,0.0,0.00013,0.00014,0.00024,3e-05,2e-05
#AjayDevgn reacts to '#doppelganger' misidentified as him in '#Delhibrawl video'  #FarmersProtest #FarmersProtests #FarmLaws   dnaindia.com/bollywood/repo…,0.00055,0.0,5e-05,8e-05,0.00013,2e-05,2e-05
"I've accepted my death, now it's upto you @narendramodi how you're gonna deliver it to me 😉  #Desh_Ka_Gaddar_RSS #FarmersProtest",0.12147,7e-05,0.00711,0.00184,0.00321,0.00554,0.00076
@indianproud12 @apexworldnews Forgot Tikshan Sood in Hoshiarpur 👇🏼😂 And it was on New Year’s Day! Can’t miss that #FarmersProtest  google.co.uk/amp/s/m.timeso… https://t.co/2uniAypXli,0.00082,0.0,7e-05,0.0001,0.0002,2e-05,2e-05
Its high time to educate people about the actual politics behind the 1984 Genocide which was planned thoroughly by the parties. #FarmersProtest #TimeForFarmReforms #किसान_आंदोलन #Sikhs twitter.com/friedrichpiete…,0.00048,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
"You guys only heard Pizza in Langar, my people were also serving burgers, panipuri and bread toast also in protest   #Desh_Ka_Gaddar_RSS #FarmersProtest",0.00117,0.0,9e-05,0.00011,0.00026,3e-05,3e-05
#ipl2021 who gonna win ??  #CSK #MumbaiIndians #DelhiCapitals #RCB #lockdown #VakeelSaab #GoBackModi #FarmersProtest #Bangladesh #IPL #dhoni  #INDvENG  #INDUAE #suezcanel  #Desh_Ka_Gaddar_RSS  #KomaramBheemNTR #PunjabKings  #VakeelSaabTrailer  #Holi #UnMatchableSaahoEuphoria,0.00247,0.0,0.00021,0.00053,0.00035,5e-05,5e-05
#GoBackModi is trending and #Desh_Ka_Gaddar_RSS as well.  But Andh-Bhagats and BJP IT CELLS are also trending Desh ki Shaan.....They are bajaoing themselves...  #FarmersProtest,0.00964,1e-05,0.00113,0.00039,0.00112,8e-05,0.00018
"Yeah in Live in Canada, but heartbeat still beats for my punjab   #Desh_Ka_Gaddar_RSS #FarmersProtest",0.00109,0.0,0.00013,0.00011,0.00014,4e-05,5e-05
@Punjab1699 @Sikh_Satvir True ji  #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00146,1e-05,0.00029,0.00011,0.00018,4e-05,7e-05
"My thoughts are clear like my idol BHAGAT SINGH, wanna hang me or shoot me, choice is yours @narendramodi  #Desh_Ka_Gaddar_RSS #FarmersProtest",0.89908,0.00275,0.03948,0.02214,0.03855,0.69958,0.00311
@ajaydevgn Ooooooh 😂  Better luck next time   #FarmersProtest #SupportFarmersProtest,0.00114,0.0,0.00011,0.00011,0.00015,4e-05,4e-05
Boycott BJP  #होली_के_रंग_किसानों_के_संग  #Desh_Ka_Gaddar_RSS #FarmersProtest #KisaanMajdoorEktaZindabaad #NoFarmersNoFood #ਕਿਸਾਨ_ਮਜਦੂਰ_ਏਕਤਾ_ਜਿੰਦਾਬਾਦ #GoBackModi #FarmersProtestDelhi2020   @BBC https://t.co/JXOemV3J7t,0.00171,0.0,0.00029,0.00016,0.00026,4e-05,6e-05
"Achievement of RSS, UP hathras case   #Desh_Ka_Gaddar_RSS  #FarmersProtest twitter.com/Iamjazzie96/st…",0.00063,0.0,7e-05,8e-05,0.00013,2e-05,2e-05
Lol these BJP trollers and massive waves exist online only. Situation on ground is much different   #Farmersprotest twitter.com/mandeeppunia1/…,0.14987,1e-05,0.00108,0.00195,0.11668,0.0001,0.00023
Young lives lost  #Farmersprotest twitter.com/amaanbali/stat…,0.00094,0.0,4e-05,0.00012,0.00024,4e-05,2e-05
"Like @saahilmenghani said, that #FarmersProtest has several layers.  With time, it has evolved, &amp; now it has also become a Jan Andolan. twitter.com/Devinder_Sharm…",0.00064,0.0,4e-05,8e-05,0.00018,2e-05,2e-05
Dead brains are trending RSS Shaan hai.....Bother to share the achievements RSS got for India...  Sharm da ghatta ehna nu....  #Desh_Ka_Gaddar_RSS   #FarmersProtest is Zindabaad,0.03385,1e-05,0.00089,0.00041,0.01236,0.00034,0.00036
"Protesting Farmers Thrash BJP MLA, Tear His Clothes In Punjab's Muktsar #FarmersProtest",0.00062,0.0,5e-05,8e-05,0.00013,3e-05,2e-05
Farmers were protesting to get the FIR’s quashed in Narang case at Guru Nanak Dev Ji Chowk in Malot. After talks with authorities &amp; police the farmers led by BKU sidhupur have lifted the dharna. Farmers were assured by police that no innocent will be harassed. #FarmersProtest https://t.co/CC0f4Vr4r8,0.00071,0.0,4e-05,9e-05,0.00018,2e-05,1e-05
We Must help put STOP to the Oppression of farmers. Please continue the fight. Please don't give up.  We are fighting for the better future and prosperity of the farmers.   Keep supporting farmers.  #FarmersProtest https://t.co/eAwul7LkNQ,0.0016,0.0,5e-05,0.00019,0.00026,7e-05,2e-05
"@DenisNishant Have a great evening, Denis! #StandWithFarmers #FarmersProtest! ❤️🌍🌏🌎🌳🌱🌿💮🏵️🌺🌻🌞🦋",0.0008,0.0,5e-05,0.0001,0.00019,2e-05,2e-05
"These are hate filled communal bigots  For whom speaking up against policy or law is traitor or anti national, by this farmers of all states ( bihar U.P M.P.rajasthan, karnatak haryana bglore ) is anti-national means 75% of population, so who's desh bhkt ?  #FarmersProtest twitter.com/rajivranjan926…",0.54899,3e-05,0.00648,0.0044,0.46427,0.00014,0.00022
"Rajewal reiterated our cause is just, we are to fight in a dignified manner.  And how the country is turning into  corporations treasure.  #chaukidar he chor hai!  #FarmersProtest #होली_के_रंग_किसानों_के_संग https://t.co/xNmCEMsZfp",0.0008,0.0,6e-05,0.00011,0.00016,3e-05,2e-05
#Farmers and #Climate r complementary  #FarmersProtest  #होली_के_रंग_किसानों_के_संग  @GretaThunberg @StopAdaniK @vanessa_vash @climatecouncil @UNFCCC  #Farmers ll use solar for their cook food and fan cooler. #Farmers r too creative in good way not greedy that spoil environment twitter.com/news24tvchanne…,0.00089,0.0,6e-05,0.00011,0.00022,3e-05,2e-05
Just a friendly reminder : With Faith and Effort Everything is Possible #FarmersProtest,0.00045,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
#FarmersProtest #सरकार_MSP_केंद्र_खोले So many people from so many countries are now supporting the #FarmersProtest 🚜 https://t.co/UNNnyIHqZL,0.00045,0.0,4e-05,8e-05,0.0001,2e-05,1e-05
@mubeen_wahidi Yes ryt  #FarmersProtest  #Desh_Ka_Gaddar_RSS,0.00472,1e-05,0.0007,0.00031,0.00041,7e-05,0.00017
"Rahul Gandhi is not going to play ball with Pawar's tantrums. If Pawar thinks that Supriya's career is safe with BJP,  He should go ahead with the NDA.  As for Modi, former AgriMinister from farmlands will not be able to pacify #FarmersProtest of Punjab &amp; Haryana try all he want.",0.00118,0.0,7e-05,0.00011,0.00029,3e-05,3e-05
"@ndtv Farm laws are not new. They were introduced earlier also. After a year of success, farmers paid heavy price. Late George Fernandis was instrumental in pushing the Cong govt to withdraw. They did. Modi laws are much more worse. Wakeup India. #FarmersProtest",0.00056,0.0,3e-05,9e-05,0.00015,2e-05,1e-05
"'अपना घर अपनी बिजली' concept made visible in #FarmersProtest. If every household in India takes this direction, we will be free from the clutches of diesel, petrol lobby. @ArvindKejriwal @WamanCMeshram  #BurnFarmLawsOnHoli twitter.com/news24tvchanne…",0.00044,0.0,4e-05,8e-05,0.0001,2e-05,2e-05
